Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
31-May-2022,3576.00,3696.25,3555.30,3656.20,3624.709187238006520726,17176,3189,62258005.00,11736,68.33,140.95,80.20
30-May-2022,3600.40,3616.75,3542.00,3577.30,3585.971438172043010752,5952,812,21343702.00,1809,30.39,74.75,-23.10
27-May-2022,3566.30,3584.35,3510.75,3553.80,3541.686330422384601675,11222,1631,39744804.00,5043,44.94,73.60,-12.50
26-May-2022,3526.30,3576.60,3515.00,3564.40,3534.595121301578141300,45053,4931,159244114.00,27378,60.77,61.60,38.10
25-May-2022,3471.30,3524.70,3471.30,3518.65,3506.028012647851036421,42695,4350,149689866.00,34753,81.40,53.40,47.35
24-May-2022,3502.00,3517.00,3441.00,3469.35,3471.540493120325053098,10829,1712,37593312.00,4265,39.38,76.00,-32.65
23-May-2022,3460.00,3536.55,3460.00,3491.70,3493.763502931042198057,22347,2439,78075133.00,14074,62.98,76.55,31.70
20-May-2022,3351.20,3457.05,3351.20,3449.30,3422.664804931529518844,24171,3559,82729231.00,14165,58.60,105.85,98.10
19-May-2022,3384.95,3387.00,3309.00,3333.40,3354.647056949929927379,31396,3429,105322499.00,24650,78.51,78.00,-51.55
18-May-2022,3374.50,3431.00,3357.75,3393.80,3397.326814591951861602,7977,1449,27100476.00,3052,38.26,73.25,19.30
17-May-2022,3337.00,3381.75,3290.00,3367.35,3353.182279766438182279,11817,1952,39624555.00,7396,62.59,91.75,30.35
16-May-2022,3324.90,3334.00,3255.50,3285.35,3288.800722021660649819,5540,708,18219956.00,1348,24.33,78.50,-39.55
13-May-2022,3200.20,3320.00,3200.20,3278.35,3290.309721576184464083,15049,2422,49515871.00,7647,50.81,119.80,78.15
12-May-2022,3231.60,3235.65,3156.10,3217.85,3197.126941887226697353,13904,2840,44452853.00,5325,38.30,79.55,-13.75
11-May-2022,3250.00,3282.45,3197.00,3260.20,3237.610599078341013824,5642,1042,18266599.00,1653,29.30,85.45,10.20
10-May-2022,3270.00,3320.00,3238.20,3245.40,3271.401098901098901098,8736,1064,28578960.00,3782,43.29,81.80,-24.60
9-May-2022,3269.00,3335.00,3226.70,3249.55,3285.902167003756139843,17305,2925,56862537.00,3869,22.36,108.30,-19.45
6-May-2022,3235.00,3325.50,3188.90,3310.20,3267.876471866174234195,23015,4464,75210177.00,6211,26.99,136.60,75.20
5-May-2022,3427.00,3427.00,3262.80,3277.10,3333.154403794037940379,29520,2219,98394718.00,3541,12.00,164.20,-149.90
4-May-2022,3330.20,3590.85,3327.50,3381.35,3336.887420201308111071,204264,12711,681605972.00,143364,70.19,263.35,51.15
